Dis,Ct,St,Ct Wk,Ct Fi,Inns,Opposition,Ground,Start Date,Match id
0,0,0,0,0,2,ODI v Sri Lanka,Dambulla,18 Aug 2008,ODI # 2742
3,3,0,0,3,1,ODI v Sri Lanka,Dambulla,20 Aug 2008,ODI # 2745
0,0,0,0,0,2,ODI v Sri Lanka,Colombo (RPS),24 Aug 2008,ODI # 2750
0,0,0,0,0,2,ODI v Sri Lanka,Colombo (RPS),27 Aug 2008,ODI # 2755
0,0,0,0,0,1,ODI v Sri Lanka,Colombo (RPS),29 Aug 2008,ODI # 2756
0,0,0,0,0,2,ODI v Sri Lanka,Colombo (RPS),14 Sep 2009,ODI # 2889
1,1,0,0,1,1,ODI v Pakistan,Centurion,26 Sep 2009,ODI # 2898
0,0,0,0,0,1,ODI v Australia,Centurion,28 Sep 2009,ODI # 2901
0,0,0,0,0,1,ODI v West Indies,Johannesburg,30 Sep 2009,ODI # 2904
1,1,0,0,1,1,ODI v Australia,Vadodara,25 Oct 2009,ODI # 2913
0,0,0,0,0,1,ODI v Australia,Mohali,2 Nov 2009,ODI # 2919
0,0,0,0,0,2,ODI v Sri Lanka,Rajkot,15 Dec 2009,ODI # 2932
1,1,0,0,1,2,ODI v Sri Lanka,Nagpur,18 Dec 2009,ODI # 2933
1,1,0,0,1,1,ODI v Sri Lanka,Eden Gardens,24 Dec 2009,ODI # 2935
0,0,0,0,0,1,ODI v Sri Lanka,Delhi,27 Dec 2009,ODI # 2936
0,0,0,0,0,2,ODI v Sri Lanka,Mirpur,5 Jan 2010,ODI # 2938
1,1,0,0,1,1,ODI v Bangladesh,Mirpur,7 Jan 2010,ODI # 2939
1,1,0,0,1,1,ODI v Sri Lanka,Mirpur,10 Jan 2010,ODI # 2941
1,1,0,0,1,1,ODI v Bangladesh,Mirpur,11 Jan 2010,ODI # 2942
1,1,0,0,1,2,ODI v Sri Lanka,Mirpur,13 Jan 2010,ODI # 2943
1,1,0,0,1,2,ODI v South Africa,Jaipur,21 Feb 2010,ODI # 2961
0,0,0,0,0,2,ODI v South Africa,Gwalior,24 Feb 2010,ODI # 2962
0,0,0,0,0,1,ODI v South Africa,Ahmedabad,27 Feb 2010,ODI # 2963
0,0,0,0,0,2,ODI v Zimbabwe,Bulawayo,28 May 2010,ODI # 2981
0,0,0,0,0,1,ODI v Sri Lanka,Bulawayo,30 May 2010,ODI # 2983
1,1,0,0,1,2,ODI v Zimbabwe,Harare,3 Jun 2010,ODI # 2986
1,1,0,0,1,2,ODI v Sri Lanka,Harare,5 Jun 2010,ODI # 2988
0,0,0,0,0,1,T20I v Zimbabwe,Harare,12 Jun 2010,T20I # 182
0,0,0,0,0,1,T20I v Zimbabwe,Harare,13 Jun 2010,T20I # 183
0,0,0,0,0,1,ODI v Bangladesh,Dambulla,16 Jun 2010,ODI # 2993
1,1,0,0,1,1,ODI v Pakistan,Dambulla,19 Jun 2010,ODI # 2996
0,0,0,0,0,2,ODI v Sri Lanka,Dambulla,22 Jun 2010,ODI # 2999
0,0,0,0,0,2,ODI v Sri Lanka,Dambulla,24 Jun 2010,ODI # 3001
0,0,0,0,0,1,ODI v Sri Lanka,Dambulla,16 Aug 2010,ODI # 3032
0,0,0,0,0,2,ODI v New Zealand,Dambulla,25 Aug 2010,ODI # 3039
0,0,0,0,0,1,ODI v Sri Lanka,Dambulla,28 Aug 2010,ODI # 3040
0,0,0,0,0,1,ODI v Australia,Visakhapatnam,20 Oct 2010,ODI # 3060
0,0,0,0,0,2,ODI v New Zealand,Guwahati,28 Nov 2010,ODI # 3070
1,1,0,0,1,1,ODI v New Zealand,Jaipur,1 Dec 2010,ODI # 3072
0,0,0,0,0,1,ODI v New Zealand,Vadodara,4 Dec 2010,ODI # 3074
0,0,0,0,0,1,ODI v New Zealand,Bengaluru,7 Dec 2010,ODI # 3076
0,0,0,0,0,1,ODI v New Zealand,Chennai,10 Dec 2010,ODI # 3077
1,1,0,0,1,2,T20I v South Africa,Durban,9 Jan 2011,T20I # 196
0,0,0,0,0,1,ODI v South Africa,Durban,12 Jan 2011,ODI # 3079
0,0,0,0,0,2,ODI v South Africa,Johannesburg,15 Jan 2011,ODI # 3080
3,3,0,0,3,1,ODI v South Africa,Cape Town,18 Jan 2011,ODI # 3082
1,1,0,0,1,1,ODI v South Africa,Gqeberha,21 Jan 2011,ODI # 3084
0,0,0,0,0,1,ODI v South Africa,Centurion,23 Jan 2011,ODI # 3087
0,0,0,0,0,2,ODI v Bangladesh,Mirpur,19 Feb 2011,ODI # 3100
1,1,0,0,1,2,ODI v England,Bengaluru,27 Feb 2011,ODI # 3110
0,0,0,0,0,1,ODI v Ireland,Bengaluru,6 Mar 2011,ODI # 3121
0,0,0,0,0,1,ODI v Netherlands,Delhi,9 Mar 2011,ODI # 3124
1,1,0,0,1,2,ODI v South Africa,Nagpur,12 Mar 2011,ODI # 3128
0,0,0,0,0,2,ODI v West Indies,Chennai,20 Mar 2011,ODI # 3141
0,0,0,0,0,1,ODI v Australia,Ahmedabad,24 Mar 2011,ODI # 3143
1,1,0,0,1,2,ODI v Pakistan,Mohali,30 Mar 2011,ODI # 3147
0,0,0,0,0,1,ODI v Sri Lanka,Wankhede,2 Apr 2011,ODI # 3148
2,2,0,0,2,2,T20I v West Indies,Port of Spain,4 Jun 2011,T20I # 200
1,1,0,0,1,1,ODI v West Indies,Port of Spain,6 Jun 2011,ODI # 3159
0,0,0,0,0,1,ODI v West Indies,Port of Spain,8 Jun 2011,ODI # 3160
1,1,0,0,1,1,ODI v West Indies,North Sound,11 Jun 2011,ODI # 3161
2,2,0,0,2,1,ODI v West Indies,North Sound,13 Jun 2011,ODI # 3162
0,0,0,0,0,2,ODI v West Indies,Kingston,16 Jun 2011,ODI # 3163
0,0,0,0,0,2,Test v West Indies,Kingston,20 Jun 2011,Test # 1997
2,2,0,0,2,4,Test v West Indies,Kingston,20 Jun 2011,Test # 1997
2,2,0,0,2,2,Test v West Indies,Bridgetown,28 Jun 2011,Test # 1998
0,0,0,0,0,4,Test v West Indies,Bridgetown,28 Jun 2011,Test # 1998
0,0,0,0,0,1,Test v West Indies,Roseau,6 Jul 2011,Test # 1999
1,1,0,0,1,3,Test v West Indies,Roseau,6 Jul 2011,Test # 1999
0,0,0,0,0,2,T20I v England,Manchester,31 Aug 2011,T20I # 204
0,0,0,0,0,2,ODI v England,Chester-le-Street,3 Sep 2011,ODI # 3186
2,2,0,0,2,2,ODI v England,Southampton,6 Sep 2011,ODI # 3187
0,0,0,0,0,2,ODI v England,The Oval,9 Sep 2011,ODI # 3189
1,1,0,0,1,2,ODI v England,Lord's,11 Sep 2011,ODI # 3191
0,0,0,0,0,2,ODI v England,Cardiff,16 Sep 2011,ODI # 3195
0,0,0,0,0,2,ODI v England,Hyderabad,14 Oct 2011,ODI # 3199
2,2,0,0,2,1,ODI v England,Delhi,17 Oct 2011,ODI # 3201
0,0,0,0,0,1,ODI v England,Mohali,20 Oct 2011,ODI # 3205
1,1,0,0,1,1,ODI v England,Wankhede,23 Oct 2011,ODI # 3207
1,1,0,0,1,2,ODI v England,Eden Gardens,25 Oct 2011,ODI # 3210
0,0,0,0,0,2,T20I v England,Eden Gardens,29 Oct 2011,T20I # 214
2,2,0,0,2,1,Test v West Indies,Wankhede,22 Nov 2011,Test # 2019
0,0,0,0,0,3,Test v West Indies,Wankhede,22 Nov 2011,Test # 2019
1,1,0,0,1,1,ODI v West Indies,Cuttack,29 Nov 2011,ODI # 3217
0,0,0,0,0,1,ODI v West Indies,Visakhapatnam,2 Dec 2011,ODI # 3219
0,0,0,0,0,1,ODI v West Indies,Ahmedabad,5 Dec 2011,ODI # 3221
0,0,0,0,0,2,ODI v West Indies,Indore,8 Dec 2011,ODI # 3223
0,0,0,0,0,2,ODI v West Indies,Chennai,11 Dec 2011,ODI # 3224
2,2,0,0,2,1,Test v Australia,Melbourne,26 Dec 2011,Test # 2025
0,0,0,0,0,3,Test v Australia,Melbourne,26 Dec 2011,Test # 2025
0,0,0,0,0,2,Test v Australia,Sydney,3 Jan 2012,Test # 2027
1,1,0,0,1,2,Test v Australia,W.A.C.A,13 Jan 2012,Test # 2029
0,0,0,0,0,1,Test v Australia,Adelaide,24 Jan 2012,Test # 2031
0,0,0,0,0,3,Test v Australia,Adelaide,24 Jan 2012,Test # 2031
0,0,0,0,0,1,T20I v Australia,Sydney,1 Feb 2012,T20I # 217
0,0,0,0,0,1,T20I v Australia,Melbourne,3 Feb 2012,T20I # 218
1,1,0,0,1,1,ODI v Australia,Melbourne,5 Feb 2012,ODI # 3231
1,1,0,0,1,1,ODI v Sri Lanka,W.A.C.A,8 Feb 2012,ODI # 3233
1,1,0,0,1,1,ODI v Australia,Adelaide,12 Feb 2012,ODI # 3237
1,1,0,0,1,1,ODI v Sri Lanka,Adelaide,14 Feb 2012,ODI # 3239
1,1,0,0,1,1,ODI v Australia,Brisbane,19 Feb 2012,ODI # 3244
0,0,0,0,0,1,ODI v Sri Lanka,Brisbane,21 Feb 2012,ODI # 3246
1,1,0,0,1,1,ODI v Australia,Sydney,26 Feb 2012,ODI # 3250
0,0,0,0,0,1,ODI v Sri Lanka,Hobart,28 Feb 2012,ODI # 3251
2,2,0,0,2,2,ODI v Sri Lanka,Mirpur,13 Mar 2012,ODI # 3259
0,0,0,0,0,2,ODI v Bangladesh,Mirpur,16 Mar 2012,ODI # 3261
2,2,0,0,2,1,ODI v Pakistan,Mirpur,18 Mar 2012,ODI # 3263
0,0,0,0,0,1,T20I v South Africa,Johannesburg,30 Mar 2012,T20I # 242
1,1,0,0,1,2,ODI v Sri Lanka,Hambantota,21 Jul 2012,ODI # 3291
0,0,0,0,0,2,ODI v Sri Lanka,Hambantota,24 Jul 2012,ODI # 3292
1,1,0,0,1,1,ODI v Sri Lanka,Colombo (RPS),28 Jul 2012,ODI # 3293
1,1,0,0,1,1,ODI v Sri Lanka,Colombo (RPS),31 Jul 2012,ODI # 3294
1,1,0,0,1,2,ODI v Sri Lanka,Pallekele,4 Aug 2012,ODI # 3295
1,1,0,0,1,2,T20I v Sri Lanka,Pallekele,7 Aug 2012,T20I # 255
3,3,0,0,3,2,Test v New Zealand,Hyderabad,23 Aug 2012,Test # 2054
1,1,0,0,1,3,Test v New Zealand,Hyderabad,23 Aug 2012,Test # 2054
0,0,0,0,0,1,Test v New Zealand,Bengaluru,31 Aug 2012,Test # 2055
0,0,0,0,0,3,Test v New Zealand,Bengaluru,31 Aug 2012,Test # 2055
0,0,0,0,0,1,T20I v New Zealand,Chennai,11 Sep 2012,T20I # 261
0,0,0,0,0,2,T20I v Afghanistan,Colombo (RPS),19 Sep 2012,T20I # 265
1,1,0,0,1,2,T20I v England,Colombo (RPS),23 Sep 2012,T20I # 272
0,0,0,0,0,2,T20I v Australia,Colombo (RPS),28 Sep 2012,T20I # 278
0,0,0,0,0,1,T20I v Pakistan,Colombo (RPS),30 Sep 2012,T20I # 282
0,0,0,0,0,2,T20I v South Africa,Colombo (RPS),2 Oct 2012,T20I # 286
1,1,0,0,1,2,Test v England,Ahmedabad,15 Nov 2012,Test # 2058
0,0,0,0,0,3,Test v England,Ahmedabad,15 Nov 2012,Test # 2058
1,1,0,0,1,2,Test v England,Wankhede,23 Nov 2012,Test # 2062
0,0,0,0,0,4,Test v England,Wankhede,23 Nov 2012,Test # 2062
0,0,0,0,0,2,Test v England,Eden Gardens,5 Dec 2012,Test # 2065
0,0,0,0,0,4,Test v England,Eden Gardens,5 Dec 2012,Test # 2065
1,1,0,0,1,1,Test v England,Nagpur,13 Dec 2012,Test # 2066
1,1,0,0,1,3,Test v England,Nagpur,13 Dec 2012,Test # 2066
1,1,0,0,1,1,T20I v England,Pune,20 Dec 2012,T20I # 292
0,0,0,0,0,2,T20I v England,Wankhede,22 Dec 2012,T20I # 294
0,0,0,0,0,2,T20I v Pakistan,Bengaluru,25 Dec 2012,T20I # 296
2,2,0,0,2,2,T20I v Pakistan,Ahmedabad,28 Dec 2012,T20I # 298
0,0,0,0,0,2,ODI v Pakistan,Chennai,30 Dec 2012,ODI # 3314
0,0,0,0,0,1,ODI v Pakistan,Eden Gardens,3 Jan 2013,ODI # 3315
0,0,0,0,0,2,ODI v Pakistan,Delhi,6 Jan 2013,ODI # 3316
1,1,0,0,1,1,ODI v England,Rajkot,11 Jan 2013,ODI # 3318
0,0,0,0,0,2,ODI v England,Kochi,15 Jan 2013,ODI # 3320
0,0,0,0,0,1,ODI v England,Ranchi,19 Jan 2013,ODI # 3322
0,0,0,0,0,1,ODI v England,Mohali,23 Jan 2013,ODI # 3327
0,0,0,0,0,2,ODI v England,Dharamsala,27 Jan 2013,ODI # 3329
1,1,0,0,1,1,Test v Australia,Chennai,22 Feb 2013,Test # 2074
0,0,0,0,0,3,Test v Australia,Chennai,22 Feb 2013,Test # 2074
0,0,0,0,0,1,Test v Australia,Hyderabad,2 Mar 2013,Test # 2076
1,1,0,0,1,3,Test v Australia,Hyderabad,2 Mar 2013,Test # 2076
1,1,0,0,1,1,Test v Australia,Mohali,14 Mar 2013,Test # 2081
0,0,0,0,0,3,Test v Australia,Mohali,14 Mar 2013,Test # 2081
2,2,0,0,2,1,Test v Australia,Delhi,22 Mar 2013,Test # 2085
0,0,0,0,0,3,Test v Australia,Delhi,22 Mar 2013,Test # 2085
0,0,0,0,0,2,ODI v South Africa,Cardiff,6 Jun 2013,ODI # 3363
0,0,0,0,0,1,ODI v West Indies,The Oval,11 Jun 2013,ODI # 3368
1,1,0,0,1,1,ODI v Pakistan,Birmingham,15 Jun 2013,ODI # 3372
0,0,0,0,0,1,ODI v Sri Lanka,Cardiff,20 Jun 2013,ODI # 3376
0,0,0,0,0,2,ODI v England,Birmingham,23 Jun 2013,ODI # 3377
0,0,0,0,0,2,ODI v West Indies,Kingston,30 Jun 2013,ODI # 3380
0,0,0,0,0,1,ODI v Sri Lanka,Kingston,2 Jul 2013,ODI # 3382
0,0,0,0,0,2,ODI v West Indies,Port of Spain,5 Jul 2013,ODI # 3383
1,1,0,0,1,2,ODI v Sri Lanka,Port of Spain,9 Jul 2013,ODI # 3387
0,0,0,0,0,1,ODI v Sri Lanka,Port of Spain,11 Jul 2013,ODI # 3388
0,0,0,0,0,1,ODI v Zimbabwe,Harare,24 Jul 2013,ODI # 3395
0,0,0,0,0,2,ODI v Zimbabwe,Harare,26 Jul 2013,ODI # 3397
0,0,0,0,0,1,ODI v Zimbabwe,Harare,28 Jul 2013,ODI # 3399
1,1,0,0,1,1,ODI v Zimbabwe,Bulawayo,1 Aug 2013,ODI # 3402
2,2,0,0,2,1,ODI v Zimbabwe,Bulawayo,3 Aug 2013,ODI # 3403
0,0,0,0,0,1,T20I v Australia,Rajkot,10 Oct 2013,T20I # 331
1,1,0,0,1,1,ODI v Australia,Pune,13 Oct 2013,ODI # 3419
0,0,0,0,0,1,ODI v Australia,Jaipur,16 Oct 2013,ODI # 3420
0,0,0,0,0,2,ODI v Australia,Mohali,19 Oct 2013,ODI # 3421
0,0,0,0,0,1,ODI v Australia,Ranchi,23 Oct 2013,ODI # 3422
2,2,0,0,2,1,ODI v Australia,Nagpur,30 Oct 2013,ODI # 3424
1,1,0,0,1,2,ODI v Australia,Bengaluru,2 Nov 2013,ODI # 3428
0,0,0,0,0,1,Test v West Indies,Eden Gardens,6 Nov 2013,Test # 2101
1,1,0,0,1,3,Test v West Indies,Eden Gardens,6 Nov 2013,Test # 2101
0,0,0,0,0,1,Test v West Indies,Wankhede,14 Nov 2013,Test # 2102
0,0,0,0,0,3,Test v West Indies,Wankhede,14 Nov 2013,Test # 2102
0,0,0,0,0,1,ODI v West Indies,Kochi,21 Nov 2013,ODI # 3436
0,0,0,0,0,2,ODI v West Indies,Visakhapatnam,24 Nov 2013,ODI # 3437
0,0,0,0,0,1,ODI v West Indies,Kanpur,27 Nov 2013,ODI # 3439
1,1,0,0,1,1,ODI v South Africa,Johannesburg,5 Dec 2013,ODI # 3442
0,0,0,0,0,1,ODI v South Africa,Durban,8 Dec 2013,ODI # 3443
0,0,0,0,0,1,ODI v South Africa,Centurion,11 Dec 2013,ODI # 3444
0,0,0,0,0,2,Test v South Africa,Johannesburg,18 Dec 2013,Test # 2108
0,0,0,0,0,4,Test v South Africa,Johannesburg,18 Dec 2013,Test # 2108
1,1,0,0,1,2,Test v South Africa,Durban,26 Dec 2013,Test # 2111
0,0,0,0,0,4,Test v South Africa,Durban,26 Dec 2013,Test # 2111
0,0,0,0,0,1,ODI v New Zealand,Napier,19 Jan 2014,ODI # 3456
0,0,0,0,0,1,ODI v New Zealand,Hamilton,22 Jan 2014,ODI # 3458
0,0,0,0,0,1,ODI v New Zealand,Auckland,25 Jan 2014,ODI # 3462
0,0,0,0,0,2,ODI v New Zealand,Hamilton,28 Jan 2014,ODI # 3465
0,0,0,0,0,1,ODI v New Zealand,Wellington,31 Jan 2014,ODI # 3467
1,1,0,0,1,1,Test v New Zealand,Auckland,6 Feb 2014,Test # 2118
0,0,0,0,0,3,Test v New Zealand,Auckland,6 Feb 2014,Test # 2118
1,1,0,0,1,1,Test v New Zealand,Wellington,14 Feb 2014,Test # 2120
0,0,0,0,0,3,Test v New Zealand,Wellington,14 Feb 2014,Test # 2120
0,0,0,0,0,1,ODI v Bangladesh,Fatullah,26 Feb 2014,ODI # 3474
0,0,0,0,0,2,ODI v Sri Lanka,Fatullah,28 Feb 2014,ODI # 3476
0,0,0,0,0,2,ODI v Pakistan,Mirpur,2 Mar 2014,ODI # 3479
2,2,0,0,2,1,ODI v Afghanistan,Mirpur,5 Mar 2014,ODI # 3483
0,0,0,0,0,1,T20I v Pakistan,Mirpur,21 Mar 2014,T20I # 378
1,1,0,0,1,1,T20I v West Indies,Mirpur,23 Mar 2014,T20I # 382
1,1,0,0,1,1,T20I v Bangladesh,Mirpur,28 Mar 2014,T20I # 389
2,2,0,0,2,2,T20I v Australia,Mirpur,30 Mar 2014,T20I # 393
0,0,0,0,0,1,T20I v South Africa,Mirpur,4 Apr 2014,T20I # 399
1,1,0,0,1,2,T20I v Sri Lanka,Mirpur,6 Apr 2014,T20I # 400
0,0,0,0,0,2,Test v England,Nottingham,9 Jul 2014,Test # 2128
0,0,0,0,0,2,Test v England,Lord's,17 Jul 2014,Test # 2130
0,0,0,0,0,4,Test v England,Lord's,17 Jul 2014,Test # 2130
0,0,0,0,0,1,Test v England,Southampton,27 Jul 2014,Test # 2132
0,0,0,0,0,3,Test v England,Southampton,27 Jul 2014,Test # 2132
0,0,0,0,0,2,Test v England,Manchester,7 Aug 2014,Test # 2134
1,1,0,0,1,2,Test v England,The Oval,15 Aug 2014,Test # 2137
1,1,0,0,1,2,ODI v England,Cardiff,27 Aug 2014,ODI # 3517
0,0,0,0,0,1,ODI v England,Nottingham,30 Aug 2014,ODI # 3520
0,0,0,0,0,1,ODI v England,Birmingham,2 Sep 2014,ODI # 3523
0,0,0,0,0,1,ODI v England,Leeds,5 Sep 2014,ODI # 3525
0,0,0,0,0,1,T20I v England,Birmingham,7 Sep 2014,T20I # 405
1,1,0,0,1,1,ODI v West Indies,Kochi,8 Oct 2014,ODI # 3531
